epoch,loss
1,3.806093454360962
2,3.8058860301971436
3,3.805750846862793
4,3.8056013584136963
5,3.805468797683716
6,3.8053340911865234
7,3.8051986694335938
8,3.805068016052246
9,3.804927110671997
10,3.804802656173706
11,3.8046607971191406
12,3.804530143737793
13,3.804396867752075
14,3.804263114929199
15,3.8041274547576904
16,3.803995132446289
17,3.8038618564605713
18,3.8037302494049072
19,3.803603172302246
20,3.803463935852051
21,3.8033294677734375
22,3.8031985759735107
23,3.803057909011841
24,3.8029279708862305
25,3.802799940109253
26,3.8026599884033203
27,3.8025312423706055
28,3.8023946285247803
29,3.802260637283325
30,3.8021316528320312
31,3.8019981384277344
32,3.801860809326172
33,3.80173397064209
34,3.801597833633423
35,3.8014698028564453
36,3.8013362884521484
37,3.8012101650238037
38,3.801074266433716
39,3.8009440898895264
40,3.8008110523223877
41,3.8006751537323
42,3.8005430698394775
43,3.8004095554351807
44,3.800280809402466
45,3.8001487255096436
46,3.800010919570923
47,3.799879312515259
48,3.799741744995117
49,3.7996139526367188
50,3.7994792461395264
51,3.7993481159210205
52,3.799210786819458
53,3.7990787029266357
54,3.7989399433135986
55,3.7988178730010986
56,3.7986791133880615
57,3.79854416847229
58,3.7984158992767334
59,3.798283576965332
60,3.7981479167938232
61,3.7980124950408936
62,3.7978837490081787
63,3.797747850418091
64,3.797614097595215
65,3.797492742538452
66,3.7973573207855225
67,3.7972252368927
68,3.797086715698242
69,3.7969586849212646
70,3.796827554702759
71,3.7966957092285156
72,3.7965610027313232
73,3.796428680419922
74,3.7962939739227295
75,3.7961604595184326
76,3.7960329055786133
77,3.79589581489563
78,3.7957637310028076
79,3.7956268787384033
80,3.795503616333008
81,3.795363187789917
82,3.795236587524414
83,3.795106887817383
84,3.7949657440185547
85,3.7948386669158936
86,3.794703245162964
87,3.7945773601531982
88,3.794438123703003
89,3.7943050861358643
90,3.7941744327545166
91,3.7940375804901123
92,3.793907880783081
93,3.7937698364257812
94,3.7936384677886963
95,3.793503999710083
96,3.7933647632598877
97,3.793236494064331
98,3.7931015491485596
99,3.792966842651367
100,3.7928307056427
