epoch,loss
1,3.815016746520996
2,3.8144047260284424
3,3.813917636871338
4,3.813450813293457
5,3.8129799365997314
6,3.812507152557373
7,3.812047243118286
8,3.8115639686584473
9,3.8111038208007812
10,3.8106350898742676
11,3.810176372528076
12,3.809727668762207
13,3.8092362880706787
14,3.808795213699341
15,3.808344602584839
16,3.80786395072937
17,3.8074259757995605
18,3.8069393634796143
19,3.806499481201172
20,3.8060362339019775
21,3.8055851459503174
22,3.80511736869812
23,3.804657220840454
24,3.8041884899139404
25,3.8037214279174805
26,3.8032655715942383
27,3.8028244972229004
28,3.8023695945739746
29,3.8018999099731445
30,3.801436424255371
31,3.800968647003174
32,3.8005123138427734
33,3.800043821334839
34,3.7995846271514893
35,3.799138069152832
36,3.798668384552002
37,3.7982089519500732
38,3.797757625579834
39,3.7972841262817383
40,3.796854257583618
41,3.7964107990264893
42,3.7959535121917725
43,3.795480489730835
44,3.795036792755127
45,3.794586420059204
46,3.79412579536438
47,3.793673038482666
48,3.7932186126708984
49,3.7927651405334473
50,3.7923171520233154
51,3.7918553352355957
52,3.7914018630981445
53,3.7909579277038574
54,3.7905023097991943
55,3.7900431156158447
56,3.7895901203155518
57,3.789141893386841
58,3.7886765003204346
59,3.7882227897644043
60,3.7877774238586426
61,3.787320613861084
62,3.7868638038635254
63,3.7863900661468506
64,3.785961389541626
65,3.785480499267578
66,3.785036563873291
67,3.7845706939697266
68,3.784125328063965
69,3.7836625576019287
70,3.7832119464874268
71,3.7827296257019043
72,3.7822940349578857
73,3.78183650970459
74,3.781373977661133
75,3.7809300422668457
76,3.7804505825042725
77,3.780005931854248
78,3.779541254043579
79,3.779075860977173
80,3.778613328933716
81,3.778153657913208
82,3.7776811122894287
83,3.7772018909454346
84,3.7767326831817627
85,3.7762691974639893
86,3.775794506072998
87,3.7753264904022217
88,3.774852752685547
89,3.7743942737579346
90,3.77392578125
91,3.7734501361846924
92,3.7729761600494385
93,3.7725002765655518
94,3.7720232009887695
95,3.771552562713623
96,3.771087408065796
97,3.7705936431884766
98,3.770120143890381
99,3.7696237564086914
100,3.7691633701324463
