epoch,loss
1,3.8170902729034424
2,3.7936432361602783
3,3.775904893875122
4,3.7575523853302
5,3.7388410568237305
6,3.7206027507781982
7,3.702235460281372
8,3.68082332611084
9,3.6577885150909424
10,3.6341371536254883
11,3.6064178943634033
12,3.5783634185791016
13,3.546300172805786
14,3.5128796100616455
15,3.4776523113250732
16,3.4410030841827393
17,3.4005539417266846
18,3.3571555614471436
19,3.3138015270233154
20,3.2680656909942627
21,3.220796585083008
22,3.1694564819335938
23,3.1175498962402344
24,3.0644381046295166
25,3.0103232860565186
26,2.95501971244812
27,2.898660659790039
28,2.842855453491211
29,2.7859060764312744
30,2.72992205619812
31,2.6743831634521484
32,2.619065523147583
33,2.566206693649292
34,2.5143203735351562
35,2.465092658996582
36,2.414545774459839
37,2.3683383464813232
38,2.320859909057617
39,2.277958631515503
40,2.2341978549957275
41,2.1919400691986084
42,2.1539883613586426
43,2.115368127822876
44,2.078718900680542
45,2.043511152267456
46,2.0092098712921143
47,1.9771875143051147
48,1.9471956491470337
49,1.9164419174194336
50,1.8854169845581055
51,1.8561286926269531
52,1.827073574066162
53,1.8005542755126953
54,1.77224862575531
55,1.746209979057312
56,1.72262704372406
57,1.6968750953674316
58,1.6734806299209595
59,1.648218035697937
60,1.6240400075912476
61,1.5986741781234741
62,1.5757497549057007
63,1.5546760559082031
64,1.530469536781311
65,1.5090652704238892
66,1.4849406480789185
67,1.4622825384140015
68,1.4419708251953125
69,1.4197988510131836
70,1.3975157737731934
71,1.3775888681411743
72,1.3579031229019165
73,1.3379970788955688
74,1.317156195640564
75,1.2974687814712524
76,1.2776899337768555
77,1.2583705186843872
78,1.2400151491165161
79,1.2215088605880737
80,1.2023123502731323
81,1.1843992471694946
82,1.1679513454437256
83,1.1504985094070435
84,1.1326361894607544
85,1.116068959236145
86,1.096666932106018
87,1.0802360773086548
88,1.0622378587722778
89,1.0460947751998901
90,1.031989336013794
91,1.0170143842697144
92,1.001602292060852
93,0.9858388304710388
94,0.9710679650306702
95,0.9581350684165955
96,0.9420234560966492
97,0.9266059398651123
98,0.9104787707328796
99,0.8973889350891113
100,0.881992518901825
