epoch,loss
1,3.8144688606262207
2,3.754066228866577
3,3.7003042697906494
4,3.6311192512512207
5,3.5410780906677246
6,3.42635178565979
7,3.2891976833343506
8,3.139761209487915
9,2.997856378555298
10,2.875194549560547
11,2.775794267654419
12,2.698505163192749
13,2.6366488933563232
14,2.588132858276367
15,2.5509893894195557
16,2.522193431854248
17,2.49399733543396
18,2.473443031311035
19,2.458017587661743
20,2.4381752014160156
21,2.4237117767333984
22,2.404628038406372
23,2.3938050270080566
24,2.383589267730713
25,2.3757004737854004
26,2.3670787811279297
27,2.356903314590454
28,2.3528168201446533
29,2.3416011333465576
30,2.3365697860717773
31,2.330251932144165
32,2.319761037826538
33,2.3161444664001465
34,2.3129818439483643
35,2.307001829147339
36,2.3070273399353027
37,2.3000893592834473
38,2.2958202362060547
39,2.2905044555664062
40,2.2862179279327393
41,2.2849206924438477
42,2.279529333114624
43,2.2752959728240967
44,2.2724452018737793
45,2.2691197395324707
46,2.2662830352783203
47,2.264137029647827
48,2.266956090927124
49,2.256941080093384
50,2.253333568572998
51,2.257286548614502
52,2.2475972175598145
53,2.252777338027954
54,2.2482361793518066
55,2.2482962608337402
56,2.2425014972686768
57,2.2451717853546143
58,2.243145227432251
59,2.24168062210083
60,2.237420082092285
61,2.235539674758911
62,2.234347343444824
63,2.2330219745635986
64,2.2320916652679443
65,2.2303707599639893
66,2.2289493083953857
67,2.2239153385162354
68,2.2311811447143555
69,2.223818063735962
70,2.218745708465576
71,2.218947172164917
72,2.221489191055298
73,2.221327781677246
74,2.225715160369873
75,2.220238208770752
76,2.220181941986084
77,2.2182905673980713
78,2.2187774181365967
79,2.213815450668335
80,2.2186903953552246
81,2.2141478061676025
82,2.2133519649505615
83,2.2176990509033203
84,2.2160491943359375
85,2.216723680496216
86,2.204745292663574
87,2.2143218517303467
88,2.21236515045166
89,2.2103159427642822
90,2.2121148109436035
91,2.209277868270874
92,2.208465576171875
93,2.202803134918213
94,2.208165168762207
95,2.2035746574401855
96,2.2072744369506836
97,2.203535556793213
98,2.203444480895996
99,2.2027552127838135
100,2.2032856941223145
